agence,alternance,categorie,certificateur_nom_rncp,certificateur_nom_rs,code_rncp,code_rs,date_debut,date_fin,date_limite,distanciel,echelle_duree,formacode_code_rncp,formacode_code_rs,formacode_nom_rncp,formacode_nom_rs,intitule_formation,niveau_sortie_rncp,nsf_code_rncp,nsf_code_rs,nsf_nom_rncp,nsf_nom_rs,region,rncp_url,rs_url,siret_rncp,siret_rs,statut_registre_rncp,statut_registre_rs,titre_rncp,titre_rs,voie_acces
,False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,225,5487,,,,False,,31051,31024,Maintenance assistance informatique,Méthode agile,Technicien-ne helpdesk,Niveau 4,326r,"310p,315p,300","Assistance informatique, maintenance de logiciels et réseaux","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",,https://www.francecompetences.fr/recherche/rncp/225/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Inactive,Active,TP - Technicien d’assistance en informatique,Gérer un projet en mobilisant les méthodes agiles,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
,False,Infrastructures et cybersécurité,,,,,,,,False,,,,,,Devenez ambassadeur de la cybersécurité pour votre PME/TPE !,,,,,,,,,,,,,,,
,False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37682,5021,,,,False,,"24231,31008",31090,"Réseau informatique,Système information",Programmation web,Technicien- supérieur-e systèmes et réseaux - Spécialisation analyse cybersécurité,Niveau 5,"326p,326r,326u",326,"Informatique, traitement de l'information (organisation, gestion),Assistance informatique, maintenance de logiciels et réseaux,Exploitation informatique","Informatique, traitement de l'information, réseaux de transmission",,https://www.francecompetences.fr/recherche/rncp/37682/,https://www.francecompetences.fr/recherche/rs/5021/,11000007200014,79279132900016,Active,Active,TP - Technicien supérieur systèmes et réseaux,Analyser les incidents de sécurité détectés,
,False,Infrastructures et cybersécurité,,SIMPLON.CO,,5021,,,,False,,,31090,,Programmation web,Analyse cybersécurité - spécialisation,,,326,,"Informatique, traitement de l'information, réseaux de transmission",,,https://www.francecompetences.fr/recherche/rs/5021/,,79279132900016,,Active,,Analyser les incidents de sécurité détectés,Après un parcours de formation continue
,False,Infrastructures et cybersécurité,,,,,,,,False,,,,,,Acculturation Cyber : guide pour la résilience des PME/TPE,,,,,,,,,,,,,,,
"Simplon Montreuil,Simplon - Lens",False,Fondamentaux numériques,,,,,07/10/2024,19/11/2024,13/09/2024,False,inférieur à 3 mois,,,,,Hackeuses - Culture et techniques du numérique,,,,,,Hauts-de-France,,,,,,,,,Après un parcours de formation continue
,False,Fondamentaux numériques,,,,,23/09/2024,,08/09/2024,False,inférieur à 3 mois,,,,,Hackeuses - Culture et techniques du numérique,,,,,,Île-de-France,,,,,,,,,Après un parcours de formation continue
,False,Fondamentaux numériques,,SIMPLON.CO,,5837,09/09/2024,,25/08/2024,False,inférieur à 3 mois,,"15050,31080,15061",,"Mise à niveau technologique,Matériel informatique,Accompagnement vers emploi",Artis - Culture et techniques du numérique,,,326,,"Informatique, traitement de l'information, réseaux de transmission",Grand Ouest,,https://www.francecompetences.fr/recherche/rs/5837/,,79279132900016,,Active,,Mobiliser les compétences informatiques fondamentales,Après un parcours de formation continue
"100% en ligne,100% à distance,A distance,Distance,La Réunion  - Saint-Pierre,Simplon Bordeaux / Bayonne,A distance,Simplon Aulnay-sous-Bois",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,16/09/2024,,30/08/2024,False,au-delà de 7 mois,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien-ne d’assistance en informatique,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,Île-de-France,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
"100% en ligne,100% à distance,A distance,Distance,La Réunion  - Saint-Pierre,Simplon Bordeaux / Bayonne,A distance,Simplon Aulnay-sous-Bois",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,16/09/2024,05/03/2025,30/08/2024,False,au-delà de 7 mois,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien-ne d’assistance en informatique,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,Île-de-France,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
"100% en ligne,100% à distance,A distance,Distance,La Réunion  - Saint-Pierre,Simplon Bordeaux / Bayonne,A distance,Simplon Aulnay-sous-Bois",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,16/09/2024,19/09/2025,30/08/2024,False,au-delà de 7 mois,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien-ne d’assistance en informatique,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,Nouvelle-Aquitaine,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
"100% en ligne,100% à distance,A distance,Distance,La Réunion  - Saint-Pierre,Simplon Bordeaux / Bayonne,A distance,Simplon Aulnay-sous-Bois",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,16/09/2024,05/03/2025,30/08/2024,False,au-delà de 7 mois,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien-ne d’assistance en informatique,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,Outre-mer,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
"100% en ligne,100% à distance,A distance,Distance,La Réunion  - Saint-Pierre,Simplon Bordeaux / Bayonne,A distance,Simplon Aulnay-sous-Bois",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,16/09/2024,19/09/2026,30/08/2024,False,au-delà de 7 mois,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien-ne d’assistance en informatique,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,Grand Ouest,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
"100% en ligne,100% à distance,A distance,Distance,La Réunion  - Saint-Pierre,Simplon Bordeaux / Bayonne,A distance,Simplon Aulnay-sous-Bois",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,16/09/2024,19/09/2026,30/08/2024,False,au-delà de 7 mois,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien-ne d’assistance en informatique,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,Occitanie,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
"100% en ligne,100% à distance,A distance,Distance,La Réunion  - Saint-Pierre,Simplon Bordeaux / Bayonne,A distance,Simplon Aulnay-sous-Bois",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,16/09/2024,19/09/2026,30/08/2024,False,au-delà de 7 mois,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien-ne d’assistance en informatique,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,Hauts-de-France,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
,True,Infrastructures et cybersécurité,,,,,09/09/2024,18/10/2024,25/08/2024,False,inférieur à 3 mois,,,,,SAS de pré-qualification aux métiers du numérique - filière cybersécurité,,,,,,Grand Ouest,,,,,,,,,
,True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,,37681,,16/09/2024,19/09/2025,30/08/2024,False,au-delà de 7 mois,"31081,31080,24231,31051,31016",,"Gestion parc informatique,Matériel informatique,Réseau informatique,Maintenance assistance informatique,Architecture mobile",,Technicien-ne d’assistance en informatique,Niveau 4,326r,,"Assistance informatique, maintenance de logiciels et réseaux",,Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37681/,,11000007200014,,Active,,TP - Technicien d'assistance en informatique,,
,False,Infrastructures et cybersécurité,,,,,30/09/2024,,27/09/2024,False,inférieur à 3 mois,,,,,SAS de pré-qualif aux métiers du numérique - filière Infrastructures,,,,,,Outre-mer,,,,,,,,,
"Simplon Nice,Simplon Marseille Le Cloître",False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5487,30/09/2024,,09/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31024,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Méthode agile,Opérateur-trice de solutions de sécurité Cloud et Hybride,Niveau 6,326,"310p,315p,300","Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Gérer un projet en mobilisant les méthodes agiles,
,False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5487,30/09/2024,,09/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31024,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Méthode agile,Opérateur-trice de solutions de sécurité Cloud et Hybride,Niveau 6,326,"310p,315p,300","Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Gérer un projet en mobilisant les méthodes agiles,
,False,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5234,30/09/2024,,14/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31054,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Informatique et systèmes d'information,Administrateur-trice d’infrastructures sécurisées DevOps,Niveau 6,326,326,"Informatique, traitement de l'information, réseaux de transmission","Informatique, traitement de l'information, réseaux de transmission",Île-de-France,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5234/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Exploiter les méthodes et outils DevOps dans l’administration des infrastructures,
"100% en ligne,Distance,A distance,100% à distance,100% Distanciel,A distance",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31024,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Méthode agile,Administrateur-trice d’infrastructures sécurisées,Niveau 6,326,"310p,315p,300","Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Occitanie,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Gérer un projet en mobilisant les méthodes agiles,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"100% en ligne,Distance,A distance,100% à distance,100% Distanciel,A distance",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31024,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Méthode agile,Administrateur-trice d’infrastructures sécurisées,Niveau 6,326,"310p,315p,300","Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Provence-Alpes-Cote d'Azur,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Gérer un projet en mobilisant les méthodes agiles,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"100% en ligne,Distance,A distance,100% à distance,100% Distanciel,A distance",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31024,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Méthode agile,Administrateur-trice d’infrastructures sécurisées,Niveau 6,326,"310p,315p,300","Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Hauts-de-France,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Gérer un projet en mobilisant les méthodes agiles,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"100% en ligne,Distance,A distance,100% à distance,100% Distanciel,A distance",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31024,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Méthode agile,Administrateur-trice d’infrastructures sécurisées,Niveau 6,326,"310p,315p,300","Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Île-de-France,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Gérer un projet en mobilisant les méthodes agiles,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
"100% en ligne,Distance,A distance,100% à distance,100% Distanciel,A distance",True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31024,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Méthode agile,Administrateur-trice d’infrastructures sécurisées,Niveau 6,326,"310p,315p,300","Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Grand Ouest,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Gérer un projet en mobilisant les méthodes agiles,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
,True,Infrastructures et cybersécurité,MINISTERE DU TRAVAIL DU PLEIN EMPLOI ET DE L' INSERTION,SIMPLON.CO,37680,5487,30/09/2024,03/10/2025,14/09/2024,False,au-delà de 7 mois,"31015,31006,24273,31008,31034",31024,"Virtualisation,Sécurité informatique,Architecture réseau,Système information,Administration système",Méthode agile,Administrateur-trice d’infrastructures sécurisées,Niveau 6,326,"310p,315p,300","Informatique, traitement de l'information, réseaux de transmission","Spécialités plurivalentes des échanges et de la gestion (organisation , gestion),Spécialités plurivalentes des échanges et de la gestion (organisation, gestion),Spécialites plurivalentes des services",Auvergne-Rhône-Alpes,https://www.francecompetences.fr/recherche/rncp/37680/,https://www.francecompetences.fr/recherche/rs/5487/,11000007200014,79279132900016,Active,Active,TP - Administrateur d'infrastructures sécurisées,Gérer un projet en mobilisant les méthodes agiles,"En contrat de professionnalisation / en contrat d’apprentissage,Après un parcours de formation continue,Par expérience."
